,work_id,user_id,title,rating,summary,language,words,comments,kudos,bookmarks,hits,completed,chapters_written,chapters_total,datetime_updated
233,work_9181330,user-46568,Attachment Issues,Teen And Up Audiences,"Five times one of Newt’s creatures hitched a ride to work with Graves, and one time he took them along on purpose.",English,15234,631,10825,3007,110560,True,6,6,2017-01-27
234,work_6762790,user-165575,Future's Past,Explicit,"Her godfather is dead. So is Tom Riddle, which appears to be the only thing  anyone else cares about. Oh, and getting ahold of her, her money, and her titles. Fuck that noise. Ianthe learned how to Maraud from the best, and she doesn't intend to take this lying down.",English,40945,774,10824,4087,232477,True,15,15,2016-05-07
235,work_3909259,user-128027,Bad Medicine,Explicit,"As an Auror, Harry is no stranger to St. Mungo's Hospital for Magical Maladies and Injuries but he has reached his limit with his confidential information appearing in the Prophet after every visit. He's angry enough to give even his childhood nemesis's private practice a go. At least if Harry's secrets show up in the paper now, he'll know who to hex.",English,25257,861,10716,2127,156951,True,15,15,2015-06-20
236,work_6334630,user-1731808,The Sum of Their Parts,Mature,"For Teddy Lupin, Harry Potter would become a Dark Lord. For Teddy Lupin, Harry Potter would take down the Ministry or die trying. He should have known that Hermione and Ron wouldn't let him do it alone.",English,138205,1372,10711,5532,190879,True,11,11,2016-04-12
237,work_388303,user-6004,The Ties That Bind Us,Explicit,An accident leaves Draco and Harry bound tightly together. Literally.,English,27890,153,10688,1929,211011,True,1,1,2012-04-21
238,work_6832576,user-18623,The Dragon of Moria,General Audiences,"After the Battle of Hogwarts, Harry Potter helped with the rebuilding and then went back to school, sitting his NEWTS and graduating with the rest of what The Daily Prophet called ‘The Disrupted Class.’ Following that, everyone expected him to become an auror. Harry himself expected it, right up until the moment came to apply to the academy.",English,5200,356,10680,2496,105273,True,1,1,2016-05-12
239,work_8184311,user-2708833,Secrets,Explicit,"Beginning with Draco's unexpected arrival at the Dursleys, Harry's summer after sixth year becomes filled with activity and many secrets.  As his summer progresses, Harry generates several unexpected allies as he finds himself actively becoming the leader of the Light side.  H/D post-HBP ~~Complete~~",English,395365,1158,10556,4461,428478,True,62,62,2006-06-02
240,work_23548960,user-326242,"It's A Masquerade, Darling",Mature,"An orphan, Harry Potter has done everything he can to avoid notice during his five years at Hogwarts so far. He’s only got one friend, is purposefully in the middle of his class rankings, and his only ambition, wizarding-wise, is to graduate with enough N.E.W.T.s to get a loan and open up a bookstore.",English,53980,1862,10544,3730,177456,False,22,,2021-12-30
241,work_24931486,user-35202,Forget-Me-Not,Mature,"Harry isn’t the Boy-Who-Lived, but his parents still died, and Albus Dumbledore, concerned that Death Eaters might seek the boy’s death, cast a powerful charm on him to make wizards ignore him before Harry was left with the Dursleys. Except, with the Elder Wand in play, the charm was far too powerful, and made others essentially forget Harry existed when not directly interacting with him. Sorted into Ravenclaw at Hogwarts, Harry lives a contented life with no one either loving or hating him…until the charm breaks on his seventeenth birthday, and he’s suddenly plunged directly into the middle of a living world at war.",English,50776,635,10501,3493,107085,True,7,7,2020-07-03
242,work_19296382,user-4211001,It's All Just Temporary with a Bit of Necromancy,Teen And Up Audiences,"Harry gets his magical inheritance as a Necromancer on his 16th birthday, the first in centuries. Unsure of his future or even who to trust after the Light shuns him, Harry turns to the Dark, the only other side that can assist him in seeking his revenge. However, it's all just temporary. It's just an alliance until his goals are met and then that's it. Just temporary...right?Slight Dumbledore and some Order member bashing. Sane Voldemort but Horcruxes do exist. A Harry/Voldemort but incredibly slow-burn. Not really graphic in deaths at least not yet. If that changes the rating will change.",English,285255,1672,10496,3496,400310,False,43,,2022-11-19
243,work_26362207,user-223039,To Live Is The Rarest Thing,Explicit,"A disastrous trip to a waterpark (thanks, Dudley!) unleashes almost 200 lifetimes worth of memories, and now Harry is stuck as a ten-year-old while his soulmate is a wraith set on killing him.",English,135248,1907,10452,3347,304562,False,24,,2022-09-15
244,work_879599,user-104018,Reparations,Explicit,"Harry is about to discover that the steepest learning curve comes after Healer training, and that second chances can be found in unexpected places.",English,87376,651,10438,3228,256433,True,10,10,2013-07-11
245,work_7693897,user-700856,Life skills outside the curriculum,Explicit,"It was ""Witch Weekly"", of all people and organizations, the first to notice and comment on The Boy Who Lived’s absence from the ranks of first years at Hogwarts. The magazine went on to elucubrate that the young hero was studying at a foreign school, possibly Beauxbatons or Holzschuhkäse.",English,66238,2124,10413,3506,128896,True,11,11,2016-09-17
246,work_3697037,user-57438,Unexpected Consequences,Explicit,"Harry was going back to school. He was going to play Quidditch, sleep in lessons, hang out with his friends, and generally just enjoy being a kid for a change. And he was also going to do it while being bonded with Malfoy, because apparently life was just going to continue throwing curveballs at him. Harry didn't know why he expected anything different.",English,39192,440,10397,2031,172282,True,7,7,2015-04-12
247,work_24974563,user-3861138,Height,Explicit,“Tall? That’s what you think I should notice about Malfoy? His height?”,English,8777,253,10380,2215,153950,True,1,1,2020-07-01
248,work_16856581,user-35202,Music Beneath the Mountains,Teen And Up Audiences,Little Harry Potter wanders away from the Dursleys’ home one day and is found by a goblin on a mission from Gringotts. Harry grows up in the goblin deeps.,English,7324,443,10359,1295,86916,True,2,2,2018-12-06
249,work_13076754,user-2680,The Sleeping Beauty Curse,Explicit,"When Draco Malfoy falls into a cursed sleep and can only be woken – at least, according to the Daily Prophet, that impeccable source of truth – by ‘true love’s kiss’, Harry Potter knows there’s no way on earth he’s the answer to this particular riddle. Is he . . .?",English,152548,1368,10354,2874,227369,True,23,23,2017-12-23
250,work_453655,user-9,5 times Crowley was Summoned on purpose + 1,General Audiences,"Crowley had no idea who'd let slip how to summon demons, but it was a damn pain in the arse sometimes.Recently, however, things had just been getting ridiculous.",English,10049,220,10321,1598,113785,True,6,6,2013-01-07
251,work_542089,user-69140,Good Company,Teen And Up Audiences,"With Hermione and Ron always together, Harry's return to Hogwarts to complete his education isn't exactly fun. Somehow, it's his unlikely friendship with Malfoy that keeps him sane.",English,8223,136,10313,1730,85182,True,1,1,2012-10-21
252,work_12922518,user-4316,Things Worth Knowing,Explicit,"After the Battle, Harry thinks he's left Hogwarts for good, but Minerva insists that all students return for an Eighth Year if they wish to sit for NEWTs in the spring, and Harry needs those NEWTs to go into the Aurors. Draco's just grateful not to be in Azkaban. Or the Manor. He's hoping he can steer clear of Potter this year and grapple with his own problems. Unfortunately for him, Potter appears to be one of those problems. And that's not even addressing the fact that Potter's got serious issues of his own, which Draco realises as he's forced to share an Eighth Year dormitory room and several classes with the Gryffindor Git. If only they can make it through the year without killing each other, it should be all right, shouldn't it?",English,164523,1105,10312,3418,247479,True,10,10,2017-12-31
253,work_14380728,user-3861138,Love and Other Misfortunes,Mature,"Draco Malfoy is dying. He's part-Veela and needs his mate to survive. Post-war, Hermione Granger is a workaholic, up to her eyeballs in legal activism on behalf of Magical Beings, and hasn't yet noticed that Malfoy is the Magical Being who needs her most.",English,98584,867,10304,3153,300907,True,23,23,2018-06-07
254,work_6668308,user-194104,Higher and Higher (Temptation),Explicit,"Only Harry Potter could manage to put on a magical collar on impulse and find himself unable to take it off again. Now following Draco’s direct orders gives him intense pleasure, and Draco has a whole heap of troubles to deal with, not least the way Potter looks when the collar has him gasping with bliss. The whole situation would test the morals of a saint... and Draco’s no saint.",English,28482,438,10251,2364,174028,True,1,1,2016-04-26
255,work_9812738,user-2208139,I'll Write You An IOU,Teen And Up Audiences,"When Percival wakes up and sees a different ceiling than the dark, blood splattered one of his prison for the first time in three months, his first thought is, I’m going to owe Newt the biggest IOU ever.",English,7963,134,10215,2544,82350,True,1,1,2017-02-18
256,work_8981179,user-1280004,Her Beauty and the Moonlight,Explicit,When Harry helps Hermione find out the horrible truth - that Ron has been dosing her with love potions - she is furious. She is going to get her revenge on Ron in the most hurtful way she can think of – dating the one man he hates above all others.,English,37484,1451,10214,2149,219728,True,11,11,2017-05-05
257,work_610806,user-31607,The Great Christmas Biscuit Misunderstanding of 1977,Explicit,"In which Sirius just wants a bit of fun, James fancies himself awfully clever, Peter won't be brewing any potions, and Remus would rather not get shouted at by McGonagall again, thank you very much.",English,3231,68,10208,1165,108637,True,1,1,2012-12-27
258,work_10460622,user-148079,"Balance, Imperfect",Explicit,"When Harry sustains an injury in the line of work, he no longer knows how to navigate the life he loved, and finds help and solace from the most unexpected source.",English,91000,1343,10200,3115,199769,True,10,10,2017-04-24
259,work_23702959,user-5576086,That Universe Over There,General Audiences,"Finding himself in another universe, Harry makes the perfectly logical choice and adopts his younger self, destroys this world's leftover Voldie pieces, and tries his best to avoid happy goblins.",English,242424,2655,10197,3337,548149,False,58,,2021-12-16
260,work_33467971,user-106230,Dark Heritage,Not Rated,"Harry is removed from the Dursley family when he is eight years old, and enters the wizarding world a few years younger and a lot wiser. He discovers a surprising dark heritage, and develops goals that do not involve vanquishing a certain Dark Lord or becoming the Chosen One. Adopted into the Black family, Harry will fight against the expectation that he is to defeat the Dark Lord and instead dedicates himself to protecting the dark legacy that has been left to him. ",English,452495,3688,10190,3047,438745,False,69,,2022-11-19
261,work_28115205,user-4810216,The End Is The Beginning,Mature,"Death was not what Harry thought it would be. An empty train and a being proclaiming himself to be the Death, telling him that, “sorry, no afterlife for you” certainly wasn't anywhere near his expectations.",English,160802,1323,10189,2315,284084,True,33,33,2021-04-27
262,work_11980743,user-3402918,How Remus Got His Groove Back,Mature,After two years of noncommittal sex:,English,42766,929,10179,2779,159275,True,14,14,2017-10-29
263,work_5101361,user-752237,Timer,Teen And Up Audiences,"“If a clock could count down to the moment you meet your soul mate, would you want to know?” Of course, Harry had to miss the moment his clock ran out.  ",English,2105,216,10156,1061,107992,True,1,1,2015-10-29
264,work_9236771,user-1554475,Trouble,Explicit,"Now Draco’s cock is stirring, and he can’t breathe because all he can think of is screaming Harry’s name while Harry pins him down and mindlessly fucks him into total incoherency.",English,7018,550,10154,1636,152933,True,1,1,2017-01-07
265,work_26515429,user-223039,"You're Not A Horse, Harry!",Teen And Up Audiences,"
  “So you’re my dad,” Harry said to the large, blond one. The one with the hammer. Supposedly a god, even. 
",English,49524,1465,10146,3095,205634,False,37,,2022-08-23
266,work_19162495,user-4257326,Harry Potter gets smart and takes control - The Goblet,Teen And Up Audiences,"Harry's name comes out of the goblet and he's had enough, he's sick of pretending to be stupid, he's sick of constantly fighting against the whole world. It's time to step up and take control of his life.",English,465931,3499,10110,2967,501052,False,93,100,2021-12-20
267,work_4129527,user-81905,The Green Vial,Explicit,"After months of seeing Harry Potter walk into his Apothecary disappointed and hopeless, Draco offers to carry the baby that Harry can't. Now he's just got to hide the fact that he's been half in love with Harry for years.",English,31240,296,10110,1816,123878,True,1,1,2015-06-14
268,work_17707799,user-514371,Home is With You,Not Rated,"Harry decided for once to let fate have its way without a fight and was waiting to meet the soulmate that matches his soul mark in a normal, natural situation - and then one day, his soul mark changed. ",English,15738,309,10078,1655,145816,True,4,4,2019-04-20
269,work_29118777,user-5327645,Harry Potter And The- so I really am Fate's Bitch?,Mature,"Harry Potter was absolutely, unashamedly, done.First, Voldy uses a Ritual to bring his pasty snake ass back to life, killing Cedric- which, by the way, thanks for the extra trauma.Second, Harry goes through a lovely year of being tortured with a damn writing utensil and ends up in Azkaban after the Battle of the Department of Mysteries- which Dumbledore chose not to prevent.So, y'know, fuck him.",English,16901,486,10074,2725,239999,False,4,21,2022-11-07
270,work_13443876,user-817010,Crocodile Tears,Mature,"It was an accident! If it was anyone's fault, the blame landed on Hermione. He never expected to be transported back to 1943, two years before the fall of Grindelwald and when Tom Riddle was gaining his following. He certainly never meant to adopt a magical breed of crocodile, so much for living under the radar.",English,60432,2075,10066,3248,189642,False,21,,2021-01-28
271,work_23218696,user-4826572,Seeker Fit,Teen And Up Audiences,“Will the Head Girl grace the pitch with her presence for today’s match?” The timbre of Malfoy’s cool lilting drawl slid down Hermione’s spine.,English,2647,260,10062,1228,119655,True,2,2,2020-03-31
272,work_5021158,user-9,Love In Slow Motion,Explicit,Harry flushed. “I’d like to do that again.”,English,11481,127,10049,1360,117714,True,1,1,2015-10-18
273,work_9050257,user-8719,Basic Instincts,Explicit,“Who are you?” Graves demanded hoarsely. ,English,49482,898,10046,2560,159621,True,14,14,2017-01-14
274,work_439865,user-24903,Again and Again,Mature,"The Do-Over Fic - a chance to do things again, but this time-To Get it Right. But is it really such a blessing as it appears? A jaded, darker, bitter, and tired wizard who just wants to die; but can't. A chance to learn how to live, from the most unexpected source. Story is high on Political intrigue.  Dumbledore!bashing  slytherin!harry, dark!harry, eventual slash, lv/hp",English,334615,1617,10045,4340,419630,False,44,,2018-10-08
275,work_20551733,user-647319,A Big Black Sky,Mature,"Draco shifts his head as he turns to look at Scorpius, his cheek touching the pillow. ""Did you know that…"" He pauses, his throat convulsing, and it sounds audible in the silence, besides Michael's steady, even breathing from the other bedroom.",English,90247,1480,10006,3062,163843,True,13,13,2020-01-04
276,work_21154373,user-3259101,Good,Explicit,"He stood, buttoned his robes, and came around her desk to lean against the front. “Blaise told me you’re looking for something specific.”",English,39651,1353,9999,2979,369926,False,6,7,2022-10-24
277,work_1141722,user-18820,Safeguard,Teen And Up Audiences,The Chitauri invasion launches a whole new age - for everyone.,English,42402,1032,9955,3068,170076,False,5,,2015-12-24
278,work_4039174,user-1001960,The Name on Your Forehead,Mature,"The Weasley twin’s latest invention, a glitter-bomb that causes the name of your crush to appear across your forehead, wrecks havoc among the students of Hogwarts. As usual, Harry’s the one who bears the brunt of it.",English,10460,325,9942,1107,115476,True,4,4,2015-06-20
279,work_4177266,user-353431,The Consequences of A Binding Ritual,Explicit,"(This has been abandoned - sorry)Forced to be the fourth champion in the Triwizard Tournament and shunned by Hogwarts and the rest of  the Wizarding World, Harry finds comfort in the silence of the Chambers of Secrets.  Explorations of the Chambers turns up more rooms and information than he expected. One of which is a ritual that is called 'Slytherin Binding Ritual'.  Thinking it meant binding Salazar Slytherin's ghost to him and thinking 'meh, not like I'm gonna lose anything', Harry performs the ritual without even thinking of researching more about it.",English,171023,3487,9930,2671,331045,False,33,,2016-09-18
280,work_27736381,user-1785907,He Turned Around,Teen And Up Audiences,"When the Goblet of Fire spit out Harry's name that Halloween night, he was told to join the other champions. Instead, he turned around and walked away.",English,83384,1535,9925,3434,214787,False,24,,2022-09-08
281,work_1485385,user-381685,47 Days to Change (a translation),Explicit,"Harry Potter and Tom Riddle are enemies, born adversaries, prophesied leaders of opposite factions.",English,200888,2272,9918,1989,346580,True,97,97,2021-02-05
282,work_1113600,user-18820,Magnificent,Teen And Up Audiences,The birth of the Ministry of Magic and his relationship with the British Government.,English,19477,217,9917,2931,119931,True,1,1,2014-01-01
283,work_30758501,user-4588271,Heroes all have a Saving People Thing,Teen And Up Audiences,Aizawa gets called to England to deal with the Black family fortune and returns with a traumatized war hero cousin he will not be giving back. Aizawa's pretty sure his husband won't mind. ,English,94246,2434,9915,3301,258653,True,25,25,2022-01-22
284,work_484709,user-1628,Pinky Promises Are Powerful Magic,Teen And Up Audiences,Ickle Harry wants to stay with his newest hero.,English,12034,251,9900,1629,103830,True,1,1,2012-08-12
285,work_580386,user-92712,Legal Alien,Teen And Up Audiences,"Normal people didn't have to worry about this sort of thing when they go on a holiday. They worry about things like losing their luggage, catching a cab or something similar. Not alien invasions. Harry, however, had never been normal. Then again, neither were these guys. One-shot.",English,3150,84,9889,1411,80170,True,1,1,2012-06-14
286,work_13625910,user-248546,Yesterday is Tomorrow (everything is connected),Mature,"James Potter went five years at Hogwarts without realizing Lily had a little sister. Hermione would have preferred it if he never realized she existed. Now she's stuck, in Potter's circle of awareness, and maintaining the timeline. Not like he makes it easy, or something.",English,250130,3391,9884,3560,315560,False,27,29,2022-02-20
287,work_12767754,user-1554475,"Like Cinderella, But With Cock",Explicit,"
  ”Oh, shit,” he groans, “This is like Cinderella, isn’t it?! Like Cinderella, but with cock. Cock instead of slippers.”
",English,8978,342,9876,1513,128533,True,1,1,2017-11-19
288,work_2780708,user-7388,Another Mask Behind You,Explicit,"Draco is a high-end prostitute who hides his identity.  Harry unknowingly hires him.  And then there is porn, questions about identity, domestic bliss, more porn, and truth as seen through a web of lies.  (And then more porn.  Seriously, if you don’t want sex scene after sex scene you probably shouldn’t read this.  And please read the warnings.)",English,116557,853,9864,2799,231903,True,4,4,2014-12-19
289,work_6304756,user-99890,Misunderstandings and An Alien Invasion,Teen And Up Audiences,"
  ""A giant of a man wearing what looked like the American flag as some sort of armour was storming towards him from the ground. From above, a red and gold flying metal robot dove towards them. And directly in front of him, an alien struggled through the wreckage of its hovercraft with a snarl and a deadly looking gun. 
",English,13556,193,9860,1398,110479,True,1,1,2016-03-20
290,work_18044585,user-2103217,What Happened to Draco Malfoy,Explicit,"Draco Malfoy has been missing since the end of the war. Harry has moved on, mostly. ",English,44662,730,9858,1798,193378,True,25,25,2021-09-03
291,work_9901010,user-287005,baby birds and other adventures,General Audiences,"Harry did not know this and would not know this until Mrs. Granger mentioned it casually over a Christmas dinner years and years later-- but she and Mr. Granger reported the Dursleys for child abuse and neglect, over and over.",English,2982,256,9849,1329,80582,True,1,1,2017-02-24
292,work_16615676,user-4318233,"I could be wrong, I could be ready",Mature,At first Harry wonders if they’ve managed to destroy his vaults and are trying to tell him in the most oblique way possible. But when he turns the page he realises they’ve found a vault. A vault in the name of Lily and James Potter.,English,57343,1023,9794,3243,108143,True,4,4,2018-12-01
293,work_3391934,user-956237,Harry Potter and the Alpha-Omega Bond,Explicit,"Harry goes into heat unexpectedly. Malfoy stakes his claim. Includes bonding, knotting and Alpha/Beta/Omega dynamics (and the shades of dub-con/non-con inherently implied).",English,20232,382,9766,1391,329280,True,3,3,2015-02-24
294,work_1115311,user-18820,"Wait, What?",General Audiences,Dumbledore explains Lily why it is vital that Harry and his twin brother are seperated.,English,2777,341,9731,1680,109598,True,1,1,2014-01-02
295,work_8196190,user-55406,Leo Inter Serpentes: Sixth Year,Explicit,"Now that he knows the full contents of the prophecy, Harry begins training in earnest to kill Voldemort, with the help of his dad and two best friends. Dumbledore has voluntarily offered to divulge extra information to Harry, and the Ministry has finally realised what's been staring them in the face for a year - but that doesn't mean that things will start to go smoothly for Harry. He and his loved ones will be tested in ways they haven't seen coming, and some relationships will buckle under the strain.",English,217431,4882,9728,835,221783,True,29,29,2017-11-06
296,work_7812790,user-784403,Saved by Hufflepuff Friendship,Teen And Up Audiences,"Tom probably was meant to be a Dark Lord.  But this Hufflepuff won't leave him alone and somehow he gets these stupid protective feelings and he ends up saving the world.  That's just great.  Tom was pretty sure he would have been happier being evil, but luckily for the world, Harry strongly disagrees.",English,10585,133,9720,2397,96039,True,1,1,2016-08-19
297,work_529032,user-38499,"Our Blood, Still Young",Explicit,"It's nearly the last day of fifth year, and Sirius really isn't looking forward to the summer.",English,14680,205,9708,1781,158007,True,7,7,2012-11-15
298,work_16821571,user-4641719,The Gloriana Set,Mature,"The War is won, and Hermione Granger is back at Hogwarts as an “Eighth Year”, feeling reckless and determined to shed her prim bookworm persona. She will do as she pleases, and anyone who doesn’t like it will see the business end of her wand. Also returning is Draco Malfoy, universally hated but determined to restore his family’s name. Hermione’s hopes for a quiet school year are quickly dashed as she contends with mischievous First Years, killer plants, enchanted hair accessories, a totally inappropriate Moaning Myrtle, renegade Death Eaters, a nice vampire, a poorly named study group, a depraved party, and mysterious, threatening blood messages on the castle walls. We have redemption, partial redemption and (sadly or hilariously) no redemption at all. Throw in a snarky, disturbingly attractive Draco with his own secret agenda, and we have a very slow-burn Dramione with a side of who-dun-it. COMPLETE!",English,271830,5054,9694,3904,447184,True,81,81,2019-12-03
299,work_8132578,user-1831813,The Anti-Heroine,Mature,"Hermione Granger knows she's not a good person. Disillusioned with life at only twelve years old; she is cynical, manipulative, ruthless and, above all else, a survivor. ",English,641976,2820,9690,2856,403916,False,85,,2020-05-03
300,work_12429789,user-1221814,To Catch A Thief,Teen And Up Audiences,"What would happen if the Dursleys abandoned Harry Potter before he could attend school? What kind of problems would a street wise, self-reliant, and Slytherin Harry could create?",English,72260,2526,9651,2283,284849,False,34,,2022-05-25
301,work_15260055,user-35202,Vellum Voices,Teen And Up Audiences,"AU. Voldemort cursed Harry in the graveyard so that he can only speak Parseltongue. Harry embarks on his fifth year alternately furious and despairing and trying to learn faster writing, British Sign Language, and nonverbal casting all at once. It turns out that not all Slytherins are Malfoy or Snape, and not everyone is frightened of Parseltongue.",English,16427,376,9601,1657,96034,True,3,3,2018-07-14
302,work_2607431,user-276513,Hold My Hand,Mature,"Harry has been with Draco for a number of years now. So when Draco gets injured, Harry has to storm St. Mungo’s.",English,3762,128,9583,1045,96483,True,1,1,2014-11-12
303,work_13414074,user-2581948,The Problem With Soulmarks Is,Not Rated,"The fiasco that is Harry's life could be summed up in two words — Avada Kedavra. Those words have haunted him for as long as he can remember, endangering him with their very existence. He'd resigned himself to a life without a soulmate, to pain and sorrow... but then the Blacks happened. Or, one Black in particular.",English,132576,1609,9551,3440,198469,False,25,,2020-10-15
304,work_21291353,user-2029570,Harry Potter and the Peanut Gallery,Mature,"Alternative (non-Harry) POV drabbles and/or longer chapters to accompany the main fic ""Harry Potter and the Greatest Show""",English,74325,2071,9546,1369,185791,False,28,,2022-01-06
305,work_8158447,user-287005,the last son,General Audiences,"On the train platform, Harry suffered a hug from Remus, a hair ruffle from Sirius, and a ""don't do anything I wouldn't do"" from his mother, and then he ran for the brick wall, cart rattling before him. The snowy owl they'd gotten him hooted softly in protest. Harry had named her Ororo after the Muggle comic books his mother had introduced him to. Lily took Harry to the comic store every time he sat through a whole visit with his aunt, uncle, and cousin and didn't kick anybody unless they kicked him first. ",English,13051,498,9545,1424,105691,True,1,1,2016-09-29
306,work_384343,user-35202,Said the Tortoise to the Hare,Mature,"Let others fling themselves at Harry; let them confirm his bad opinion of them and slobber down his sleeve with their adoration. Draco knew that the best way to win Harry Potter’s heart was to be his friend first, and go so slowly he wouldn’t even realize you were doing it",English,12418,114,9536,1721,98546,True,1,1,2012-04-16
307,work_5924098,user-239854,Rewritten,Mature,"Harry gets bored of immortality and feels like he's losing his sanity. Death points him in the direction where he'll find the person who can keep him together. But when he finally finds his anchor, he didn't expect to feel incredibly possessive and protective where he all but constantly glomps poor little Tom (who fails to avoid growing fond of Harry).",English,70951,1059,9525,2929,196220,False,23,,2017-10-27
308,work_15172673,user-3259101,"Every Day, a Little Death",Explicit,"It has become common knowledge that Hermione Granger cannot have an orgasm. Many have tried, none have succeeded. Can Draco Malfoy offer his assistance? // 8th Year AU",English,67132,1162,9497,2162,256687,True,11,11,2019-01-26
309,work_9821300,user-1716,Swung by Serafim,Mature,"In 1993, Gilderoy Lockhart points a stolen wand at Harry Potter and Ron Weasley with the intent to Obliviate them. The wand doesn't backfire. Gilderoy's ""discovery"" of the Chamber of Secrets is a short-term success.",English,352375,5230,9498,3785,316671,True,45,45,2017-05-25
310,work_15465966,user-4390371,The Second String,Mature,"Everyone knows Dementors can take souls, but nothing says that they have to keep them. After the Dementor attack in Little Whinging ends disastrously, Harry must find a place for himself in a new world, fighting a different sort of war against the nascent Voldemort.",English,409777,2907,9483,4520,309453,True,45,45,2021-04-08
311,work_10513749,user-211835,You Send Me (Honest You Do),Explicit,"As far as potion accidents go in general, and deaging incidents go in particular, Draco knew this could have been so much worse. Harry only lost about ten years, and all his memories are still intact. But the sight of him looking as if he’s stepped straight out of Draco’s Hogwarts memories has dredged up a whole mess of complicated feelings Draco thought he’d buried years ago, and Draco really doesn’t know what to do with any of it.",English,37004,440,9478,2103,124774,True,2,2,2017-04-30
312,work_25562140,user-35202,Potens,Teen And Up Audiences,"Sequel to ‘Princeps.’ Harry has changed time in a way he never anticipated, and now he has to deal with followers, assassination attempts from Voldemort, questions from Dumbledore, and being Hogwarts’s first returning Defense Against the Dark Arts professor in a decade.",English,17985,340,9473,700,76744,True,3,3,2020-07-30
313,work_1085412,user-17666,A Marauder's Plan,Teen And Up Audiences,What if Sirius decided to stay in England and deliver on his promise to raise Harry instead of hiding somewhere sunny?  Changes abound with that one decision...,English,865520,2319,9462,4264,687328,True,87,87,2016-06-13
314,work_5579962,user-287005,he will have power the dark lord knows not,Not Rated,It was Mrs. Figg who suspected first. ,English,11809,452,9458,1671,83459,True,1,1,2015-12-30
315,work_574801,user-9,It Was We Who Were The Cliché (But We Carried On Anyway),Mature,"When the reconciled Black sisters go on holiday together, Andromeda entrusts Draco, rather than Harry, with five year old Teddy Lupin for three weeks. Harry is convinced she made the wrong choice, and he decides the way to fix this is simply to keep turning up at the manor and refusing to leave Draco alone.",English,31075,165,9446,2050,122160,True,1,1,2012-11-26
316,work_610909,user-25758,With Eyes Wide Open,Explicit,"When Narcissa Malfoy calls in her life debt so that Severus can fulfill the terms of his grandfather’s will and secure the Prince family estate, Harry agrees to marry Severus Snape and live with him for a year and a day. But Prince Manor hides a secret in its overgrown gardens, and Narcissa isn’t helping Severus out because of her kind heart. Harry thinks he’s going into the marriage with eyes wide open, but he has to maneuver around the Malfoys’ machinations and come to terms with his growing feelings for Severus even as the magic in the gardens gives his life a new, unexpected purpose.",English,70621,568,9443,2972,140654,True,1,1,2012-12-27
317,work_4073002,user-983000,Those Icy Fingers Up and Down My Spine (That same old witchcraft when your eyes meet mine),Mature,"“Okay, well, the way I see it, you have two options. You can turn around and face the dragon again, or you can put on your big girl panties and go tell Blondie you’re in love with her. Your choice.”",English,479679,2203,9427,2208,320174,True,24,24,2022-06-21
318,work_20228980,user-148079,That Old Black Magic,Explicit,"Centuries ago, marriage contracts were the norm — ready-made alliances between families, expected and complied with, without complaint. But norms have a way of changing, and when a long-dormant contract flares to life, Harry has to navigate an unexpected splintering of the path he'd thought would be easy after the war... with Draco Malfoy.",English,77777,1111,9420,3037,175699,True,7,7,2019-09-05
319,work_21949021,user-223228,Harry Potter: Master of Malicious Compliance,Mature,"Harry Potter was not above doing whatever it took to get what he wanted. It often meant he'd have to go to extreme lengths to make people suffer for their stupidity, but the results were always worth it. This Harry Potter takes things too literally. ON PURPOSE.",English,75371,568,9366,3737,113552,False,3,,2022-07-22
320,work_21060230,user-2322193,Harry Omens,Not Rated,In which Harry Potter walks into a certain bookshop in London weeks before his eleventh birthday.,English,60975,6040,9341,2972,141883,False,23,,2021-04-25
321,work_42058,user-2680,The Potter-Malfoy Problem,Explicit,"The room of requirement's gone mad — at least, that's what Harry thinks. There's no way that Draco Malfoy 'requires' him, of all people, but why does it keep dragging Harry there like he's some kind of furniture, every time Malfoy enters it? Throw in Pansy the pervert and a clipboard-wielding Hermione, and things can only go from bad to worse. And that's not even mentioning the pirates . . .",English,28939,242,9332,1680,141540,True,1,1,2008-12-28
322,work_941633,user-35202,Doer of Good Deeds,Teen And Up Audiences,"Ron certainly knows how to recognize obsession when he sees it, thanks to feeling some of the same with Hermione. And he would rather that Harry's obsession with Draco Malfoy end sooner rather than later. Otherwise, Ron's afraid that he’s going to spend the rest of his life hearing about how ugly all of Malfoy's girlfriends are.",English,6257,109,9331,1113,96500,True,1,1,2013-08-25
323,work_246966,user-1628,Harry Potter and the Incredibly Organized Personal Assistant,Teen And Up Audiences,Harry Potter's new assistant is snarkily organized.,English,2605,228,9324,1397,75917,True,1,1,2008-12-28
324,work_880458,user-104018,Talk to Me,Teen And Up Audiences,"When the usual channels of communication are shut down, the most surprising people can find a way in. A strange little love story.",English,15601,320,9310,2098,123229,True,1,1,2013-07-12
325,work_30940925,user-4810216,Metamorphosis,Mature,Sequel to The End Is The Beginning! ,English,152464,1901,9282,2210,258891,False,32,,2022-09-24
326,work_8835628,user-35202,Other People's Choices,Teen And Up Audiences,"AU. The Sorting Hat doesn’t just let the Sword go when it falls on Harry’s head in the Chamber, but also Sorts him again, this time into Slytherin. Harry is furious and terrified, and the adults aren’t helping much.",English,182853,2396,9267,1925,298179,True,60,60,2018-07-17
